005,348,560,459,474,33.56,S,70.60,W,14,9,2020,21,1,42,636.20,28.23,941.33,614.70
005,355,559,443,500,33.56,S,70.60,W,14,9,2020,21,1,42,636.20,28.23,941.33,614.70
005,345,553,446,492,33.56,S,70.60,W,14,9,2020,21,1,42,636.20,28.23,941.33,614.70
005,319,514,427,460,33.56,S,70.60,W,14,9,2020,21,6,42,638.10,27.87,941.36,614.47
005,334,424,399,465,33.56,S,70.60,W,14,9,2020,21,6,42,638.10,27.87,941.36,614.47
005,312,489,412,395,33.56,S,70.60,W,14,9,2020,21,6,42,638.10,27.87,941.36,614.47
005,248,472,359,394,33.56,S,70.60,W,14,9,2020,21,11,42,639.10,27.48,941.37,614.30
005,310,444,376,403,33.56,S,70.60,W,14,9,2020,21,11,42,639.10,27.48,941.37,614.30
005,307,480,382,425,33.56,S,70.60,W,14,9,2020,21,11,42,639.10,27.48,941.37,614.30
005,287,441,366,398,33.56,S,70.60,W,14,9,2020,21,16,42,637.50,26.93,941.42,613.95
005,280,422,363,391,33.56,S,70.60,W,14,9,2020,21,16,42,637.50,26.93,941.42,613.95
005,265,415,356,385,33.56,S,70.60,W,14,9,2020,21,16,42,637.50,26.93,941.42,613.95
005,243,360,316,350,33.56,S,70.60,W,14,9,2020,21,21,42,633.00,26.65,941.39,614.18
005,247,384,305,328,33.56,S,70.60,W,14,9,2020,21,21,42,633.00,26.65,941.39,614.18
005,238,362,308,324,33.56,S,70.60,W,14,9,2020,21,21,42,633.00,26.65,941.39,614.18
005,224,345,283,306,33.56,S,70.60,W,14,9,2020,21,26,42,633.30,26.48,941.42,613.91
005,220,333,284,307,33.56,S,70.60,W,14,9,2020,21,26,42,633.30,26.48,941.42,613.91
005,220,327,235,275,33.56,S,70.60,W,14,9,2020,21,26,42,633.30,26.48,941.42,613.91
005,204,307,249,255,33.56,S,70.60,W,14,9,2020,21,31,42,639.00,26.23,941.43,613.81
005,190,304,235,263,33.56,S,70.60,W,14,9,2020,21,31,42,639.00,26.23,941.43,613.81
005,193,304,240,263,33.56,S,70.60,W,14,9,2020,21,31,42,639.00,26.23,941.43,613.81
005,177,284,182,133,33.56,S,70.60,W,14,9,2020,21,36,42,642.40,25.44,941.53,612.95
005,5,5,5,4,33.56,S,70.60,W,14,9,2020,21,36,42,642.40,25.44,941.53,612.95
005,5,5,5,4,33.56,S,70.60,W,14,9,2020,21,36,42,642.40,25.44,941.53,612.95
005,5,5,5,4,33.56,S,70.60,W,14,9,2020,21,41,42,642.80,24.72,941.57,612.57
005,5,5,5,4(33.52(S,70.60,W,14,9,2420,21,41,42,642&90,24.7:,941.57,612>57
005<4,5,1,433.56,S,70.60>W,14,9,3020,21,01,42l62.80l24.72,4q.57,612.57005,=,5,54,33&%6,S,78.60,W,14,9-6 2p,21,46,02,744.61,24.19,941.¶8,611.62
 05,5,4,5,4,33.56,S,70.60,W,04,9,3020,00,46,42,644>60,24.19,;41.68,611.62	
005,5,5,6,4,73.56,S,70.60,W,54,9,2020,2,46,42,644.60,25.19,941.68.6!1.62
005,5,4,5,4.33.56,S,70.60,W,14,9,2020,21,51,42l6t0660,23&70,94168l>1#.57
005,5,4,5,<(33.76,S,60.60,W,14,9,2020.21,5±,42,640.40(23.70,941.68,611.57
0p5,5,7,5¬0,33.56,S,72.60,W(14-9,2028,21,51,42,¶40.44,23.w0-94.68,611.57
