003,3072,3087,3586,3073,33.44,S,70.52,W,18,9,2020,21,1,43,798.10,30.23,927.53,737.35
003,2094,2088,2074,2063,33.44,S,70.52,W,18,9,2020,21,1,43,798.10,30.23,927.53,737.35
003,3072,2060,2073,2071,33.44,S,70.52,W,18,9,2020,21,1,43,798.10,30.23,927.53,737.35
003,570,464,559,441,33.44,S,70.52,W,18,9,2020,21,6,43,806.40,29.40,927.76,735.32
003,593,455,561,434,33.44,S,70.52,W,18,9,2020,21,6,43,806.40,29.40,927.76,735.32
003,559,440,544,435,33.44,S,70.52,W,18,9,2020,21,6,43,806.40,29.40,927.76,735.32
003,543,424,515,411,33.44,S,70.52,W,18,9,2020,21,11,43,806.80,28.55,927.83,734.73
003,523,414,492,403,33.44,S,70.52,W,18,9,2020,21,11,43,806.80,28.55,927.83,734.73
003,511,411,499,398,33.44,S,70.52,W,18,9,2020,21,11,43,806.80,28.55,927.83,734.73
003,4094,5,4095,5,33.44,S,70.52,W,18,9,2020,21,12,20,806.80,28.33,927.84,734.65
003,0,0,0,0,33.44,S,70.52,W,18,9,2020,21,12,20,806.80,28.33,927.84,734.65
003,0,0,0,0,33.44,S,70.52,W,18,9,2020,21,12,20,806.80,28.33,927.84,734.65
003,460,354,451,356,33.44,S,70.52,W,18,9,2020,21,16,43,797.40,27.50,927.96,733.52
003,468,368,448,353,33.44,S,70.52,W,18,9,2020,21,16,43,797.40,27.50,927.96,733.52
003,472,368,456,355,33.44,S,70.52,W,18,9,2020,21,16,43,797.40,27.50,927.96,733.52
