Sensor AOD
2020-09-22 11:16:30,0.17057876187800228,0.17917912772267122,0.1858700099359532
2020-09-22 11:19:35,0.1569431313503777,0.1633766915376387,0.16946952176478594
2020-09-22 11:27:25,0.15061579841693495,0.15554306026635922,0.16035133427375117
2020-09-22 11:32:40,0.15325098773898757,0.15619817954708115,0.1594672900024447
2020-09-22 11:38:56,0.15404761727942476,0.15634856591380453,0.1590932688974635
2020-09-22 13:36:20,0.1366400364951888,0.14189214439489203,0.14282025207473373
2020-09-22 13:45:39,0.14314080841004337,0.1473827246442512,0.15407225775102518
2020-09-22 13:52:57,0.13234145547609286,0.1341097169241189,0.1361048979133438
2020-09-22 14:06:20,0.12414217714042737,0.1252093776351107,0.1297953404411908
2020-09-22 14:21:26,0.11668933119569548,0.12184665107611484,0.12391991057854716
2020-09-22 14:36:21,0.0913384011887849,0.10368759917038495,0.11115998245495623
2020-09-22 14:45:41,0.11639515269122228,0.12029248732671965,0.12209837543998837
2020-09-22 14:53:14,0.13413752605994303,0.13834715246325632,0.1449662993971527
2020-09-22 15:06:20,0.14274662047965225,0.14657706902444015,0.1679026716697775
2020-09-22 15:21:20,0.16889865061803672,0.18052683217744,0.1891242277578055
2020-09-22 15:36:24,0.18282675421373207,0.1888705823375242,0.19053452589793687
2020-09-22 15:51:20,0.19394681174906467,0.19875050164652727,0.21323110796185324
2020-09-22 18:21:24,0.15789629757159407,0.1645512059033304,0.17613354012161825
2020-09-22 18:36:21,0.08966219724263354,0.09339959900606934,0.10122109596712482
AERONET AOD
2020-09-22 11:16:30,0.199
2020-09-22 11:19:35,0.201
2020-09-22 11:27:25,0.199
2020-09-22 11:32:40,0.192
2020-09-22 11:38:56,0.191
2020-09-22 13:36:20,0.211
2020-09-22 13:45:39,0.218
2020-09-22 13:52:57,0.234
2020-09-22 14:06:20,0.247
2020-09-22 14:21:26,0.237
2020-09-22 14:36:21,0.24
2020-09-22 14:45:41,0.25
2020-09-22 14:53:14,0.257
2020-09-22 15:06:20,0.262
2020-09-22 15:21:20,0.258
2020-09-22 15:36:24,0.242
2020-09-22 15:51:20,0.259
2020-09-22 18:21:24,0.198
2020-09-22 18:36:21,0.182
