Sensor AOD
2020-10-09 10:53:28,0.10782813304774422,0.11076087266192644,0.11319137474777184
2020-10-09 10:56:43,0.10502029744257409,0.10752428594131265,0.1090402660511139
2020-10-09 11:00:06,0.10417574010436177,0.10639592303461048,0.1079135535871824
2020-10-09 11:04:23,0.10176363423705367,0.10317666864648901,0.10483879393251555
2020-10-09 11:09:27,0.09901443624374372,0.10009749715422236,0.10214718110259317
2020-10-09 11:15:41,0.09630941957259516,0.09867602840069262,0.10155631282506099
2020-10-09 11:23:32,0.0982080784478051,0.09925491883552912,0.1008777460315258
2020-10-09 11:34:42,0.10146179880770724,0.1025967964280767,0.10348291758683185
2020-10-09 11:36:50,0.10242458214515182,0.10331425796059339,0.1040388017888973
2020-10-09 11:38:56,0.10389732875538686,0.10447397081223779,0.10510029322892797
2020-10-09 11:41:28,0.10521639059630415,0.10558670110293066,0.10614296166166234
2020-10-09 11:47:32,0.10484282459669926,0.10583846953887971,0.1065174484621012
2020-10-09 11:57:27,0.1108222263462339,0.11091972162384699,0.11111478772512104
2020-10-09 12:05:02,0.11442992943814419,0.11478159538405311,0.1149861935949041
2020-10-09 12:07:13,0.11516434353861556,0.1157078236455439,0.11594096450358328
2020-10-09 12:12:34,0.11622572636985798,0.11697948570714381,0.11729927687050154
2020-10-09 12:24:11,0.11094859875667439,0.1124952019058252,0.1129480552431262
2020-10-09 12:38:45,0.114912427873358,0.11644699255986761,0.11861419889782977
2020-10-09 13:08:49,0.12298970348992397,0.12530217828758056,0.1291368528042285
2020-10-09 13:19:27,0.12497228336540708,0.12845115544959387,0.13890387399104007
2020-10-09 13:30:45,0.12626237932839254,0.13012843193039217,0.13245019467336633
2020-10-09 13:40:19,0.12715197346871632,0.12862786908572332,0.1384501404387592
2020-10-09 13:47:33,0.13465528044879022,0.13708263949141886,0.1406390796706433
2020-10-09 14:00:42,0.13059095438262036,0.14190499854571512,0.14684335963284945
2020-10-09 14:15:42,0.12806710466072518,0.13693181353424982,0.13747579931667855
2020-10-09 14:30:48,0.12667269711711043,0.12667269711711043,0.12667269711711043
2020-10-09 14:45:44,0.11770537383029557,0.12304776678673225,0.1261578102428962
2020-10-09 15:00:50,0.12584147707294274,0.12643280398715204,0.1284604171379107
2020-10-09 15:15:43,0.13009727550294906,0.13577046069742446,0.14267191989893846
2020-10-09 15:30:44,0.12373859857032096,0.12653710895065876,0.12922697790928933
2020-10-09 15:45:46,0.11968929431633923,0.12079261556121014,0.12406746646852006
2020-10-09 16:00:44,0.15088582850101326,0.154330387491733,0.15537317602792733
2020-10-09 16:15:43,0.15074574242573124,0.15083072637853215,0.15679983320064547
2020-10-09 16:30:45,0.12641370724641088,0.12930635785398753,0.13074418898869372
2020-10-09 16:45:44,0.13441543704816167,0.13614519842372205,0.13834098192772012
2020-10-09 17:30:43,0.15014210410389484,0.15097994115596,0.15149593783590673
2020-10-09 17:45:47,0.1282106531770962,0.13305534079014644,0.13461764020205175
2020-10-09 18:00:42,0.11823316177537449,0.11885760752027943,0.12043110320266331
2020-10-09 18:15:42,0.10720021523714642,0.10829955844496718,0.11399242181922423
2020-10-09 18:30:44,0.09587159705946025,0.09717296742083402,0.09967051685982467
2020-10-09 18:45:42,0.0938160534098944,0.09911927147330822,0.10004810357807627
2020-10-09 19:00:42,0.0980780123852366,0.09852582703738172,0.09942229469831175
2020-10-09 19:15:42,0.09101835501482719,0.09153555377073398,0.0931749854766004
2020-10-09 19:30:44,0.08766665420022816,0.08901701766028275,0.09138356300312513
2020-10-09 19:40:45,0.08542127611219576,0.0867206091052554,0.08744780436877238
2020-10-09 19:52:38,0.0907279786862611,0.09144315415105907,0.09224349904463759
2020-10-09 20:22:44,0.08070723628454649,0.08169392055187127,0.08279912592710102
2020-10-09 20:37:15,0.08080148694367754,0.08103219216087063,0.08126574288627128
AERONET AOD
2020-10-09 10:53:28,0.088
2020-10-09 10:56:43,0.088
2020-10-09 11:00:06,0.087
2020-10-09 11:04:23,0.087
2020-10-09 11:09:27,0.083
2020-10-09 11:15:41,0.081
2020-10-09 11:23:32,0.078
2020-10-09 11:34:42,0.08
2020-10-09 11:36:50,0.081
2020-10-09 11:38:56,0.083
2020-10-09 11:41:28,0.081
2020-10-09 11:47:32,0.086
2020-10-09 11:57:27,0.094
2020-10-09 12:05:02,0.096
2020-10-09 12:07:13,0.095
2020-10-09 12:12:34,0.091
2020-10-09 12:24:11,0.088
2020-10-09 12:38:45,0.084
2020-10-09 13:08:49,0.088
2020-10-09 13:19:27,0.09
2020-10-09 13:30:45,0.09
2020-10-09 13:40:19,0.096
2020-10-09 13:47:33,0.097
2020-10-09 14:00:42,0.097
2020-10-09 14:15:42,0.088
2020-10-09 14:30:48,0.093
2020-10-09 14:45:44,0.085
2020-10-09 15:00:50,0.093
2020-10-09 15:15:43,0.097
2020-10-09 15:30:44,0.101
2020-10-09 15:45:46,0.101
2020-10-09 16:00:44,0.124
2020-10-09 16:15:43,0.117
2020-10-09 16:30:45,0.107
2020-10-09 16:45:44,0.112
2020-10-09 17:30:43,0.147
2020-10-09 17:45:47,0.114
2020-10-09 18:00:42,0.101
2020-10-09 18:15:42,0.087
2020-10-09 18:30:44,0.074
2020-10-09 18:45:42,0.077
2020-10-09 19:00:42,0.077
2020-10-09 19:15:42,0.076
2020-10-09 19:30:44,0.07
2020-10-09 19:40:45,0.069
2020-10-09 19:52:38,0.078
2020-10-09 20:22:44,0.069
2020-10-09 20:37:15,0.065
