Sensor AOD
2020-10-10 10:52:13,0.1740888347604741,0.18288136865860308,0.18758132523784143
2020-10-10 10:55:16,0.1623837082045163,0.16696881702814143,0.1696481230482117
2020-10-10 10:58:51,0.14677678763560878,0.15121312523694358,0.15413222829726847
2020-10-10 11:03:12,0.13169637383643187,0.13515514600163087,0.13922681882078583
2020-10-10 11:08:19,0.12003757195486446,0.12196811386572774,0.125668685444348
2020-10-10 11:14:25,0.11137594280061734,0.11383062090934508,0.11619814475018207
2020-10-10 11:22:16,0.10272443852039613,0.10409751889124821,0.1049013242380266
2020-10-10 11:33:39,0.10407981344325548,0.1058033790603163,0.10666887150853206
2020-10-10 11:35:44,0.10457063267059201,0.10587775107827041,0.10653339113480374
2020-10-10 11:37:51,0.10473088660162092,0.10576291891560786,0.10664078366256731
2020-10-10 11:40:16,0.10491629954383418,0.10565017344312713,0.10685112503129761
2020-10-10 11:46:16,0.10317655279823149,0.10416735064433476,0.10580509887074226
2020-10-10 11:56:24,0.10599990048636433,0.10699402748216919,0.10877644618072616
2020-10-10 12:04:14,0.10569136734556135,0.10643671879517623,0.10704757573773921
2020-10-10 12:06:12,0.10734365163288868,0.10768033957935015,0.10816542635228367
2020-10-10 12:11:12,0.10999042383408843,0.112267631650664,0.11268390067797819
2020-10-10 12:22:54,0.11664822631686525,0.11754915191487025,0.11885779458975247
2020-10-10 12:37:25,0.11991560659883195,0.12128042138327744,0.12327807813295091
2020-10-10 13:07:23,0.10803767729260712,0.11046314954326704,0.11229071889445094
2020-10-10 13:18:03,0.1095293747193793,0.11001707498046122,0.110790045463202
2020-10-10 13:30:29,0.10640438505843708,0.11064004777789539,0.11226002728803104
2020-10-10 13:39:59,0.10756945380625144,0.10892020565556348,0.11089587580483592
2020-10-10 13:47:16,0.10733665445197106,0.10839220374473145,0.11127139175473301
2020-10-10 14:00:27,0.10496499975875086,0.10762083419389178,0.11313181842931866
2020-10-10 14:15:26,0.10373984010824673,0.1042996469954255,0.10565982958931791
2020-10-10 14:30:28,0.09653656998910878,0.09716452172430824,0.10652876709178569
2020-10-10 14:45:27,0.09905648577731943,0.10006867184861555,0.10071736823425961
2020-10-10 15:00:30,0.09880242392179374,0.09996499206119766,0.1088710721133249
2020-10-10 15:15:27,0.09829177837842912,0.10103755027279003,0.10257210205314188
2020-10-10 15:30:28,0.10029116237870017,0.10352257926451082,0.10470629352746745
2020-10-10 15:45:27,0.10515375835817692,0.10724363892300474,0.10800674387064423
2020-10-10 16:00:27,0.09841896815883022,0.10221135060837709,0.104179219936471
2020-10-10 16:15:28,0.10216949881221914,0.10357031209040782,0.10554791787584406
2020-10-10 16:30:29,0.10883407655589619,0.11005644940252313,0.11128049312334513
2020-10-10 16:45:27,0.11765143887577294,0.11954884101576234,0.12136150106341964
2020-10-10 17:00:27,0.13047853832858372,0.13061349564056854,0.13128859015161512
2020-10-10 17:15:29,0.12688152022116186,0.12813088039614368,0.13004997579104044
2020-10-10 17:30:28,0.0918542094887056,0.09559825193835879,0.09695254470350782
2020-10-10 17:45:26,0.07385260536795865,0.07541295057803671,0.07691295002149932
2020-10-10 18:00:27,0.07744693018303794,0.07907337152987777,0.08492220900119797
2020-10-10 18:15:26,0.07840272444364521,0.07948110850749525,0.08017294327914586
2020-10-10 18:30:29,0.08330545715071988,0.08964518480602476,0.09200605960215327
2020-10-10 18:45:28,0.07819864441538213,0.07873608504225055,0.0809975332114812
2020-10-10 19:00:25,0.07225581155753587,0.07380138408606692,0.07529342332014223
2020-10-10 19:15:26,0.06809645626127896,0.06952031998534632,0.073545375731973
2020-10-10 19:30:32,0.06345677387081967,0.06495989672315412,0.06587509917406426
2020-10-10 19:40:01,0.06099124454459274,0.06454179389486793,0.06624743805445266
2020-10-10 19:47:29,0.06593655326528104,0.06660290969670066,0.06709072518253612
