Sensor AOD
2020-10-09 10:53:28,0.1151928463301262,0.11942344779170727,0.12286109935513931
2020-10-09 10:56:43,0.11013496123105926,0.11387063908018322,0.11644603819084128
2020-10-09 11:00:06,0.10711299398652638,0.11116582089021278,0.11370073009661645
2020-10-09 11:04:23,0.1032100613964527,0.10655314849694587,0.10771563415316707
2020-10-09 11:09:27,0.09778634318132534,0.0998087684710442,0.10129628440242523
2020-10-09 11:15:41,0.09342645842408936,0.09531065914481288,0.09619143395064499
2020-10-09 11:23:32,0.09136473578047524,0.09260554212254654,0.09444674708383152
2020-10-09 11:34:42,0.09270198568149655,0.09429488656161862,0.09615102778499583
2020-10-09 11:36:50,0.0933647776696784,0.09492197177433984,0.0964870746746692
2020-10-09 11:38:56,0.09511767616566504,0.09605254790865622,0.09699020049328202
2020-10-09 11:41:28,0.09679151521103466,0.0971053424413802,0.09751377281736853
2020-10-09 11:47:32,0.09649896983807983,0.09678889612766645,0.09771354074410715
2020-10-09 11:57:27,0.10144821153990446,0.10230143899340541,0.10272877674257937
2020-10-09 12:05:02,0.10247425388972102,0.10436582926654586,0.1061986473356326
2020-10-09 12:07:13,0.10320724189602996,0.10493818421600115,0.10676816162845496
2020-10-09 12:12:34,0.10382639965590908,0.10443923483116421,0.10506793013348659
2020-10-09 12:24:11,0.09667701953507352,0.0988112550308366,0.10070388898829212
2020-10-09 12:38:45,0.10132129756286798,0.10192220308796147,0.10289375457605537
2020-10-09 13:08:49,0.10610107812315217,0.10764056884176379,0.10932541282521803
2020-10-09 13:19:27,0.10824651116193472,0.10975221542906542,0.1102402757316247
2020-10-09 13:30:45,0.10357152339671047,0.10459349178766976,0.10557361126425048
2020-10-09 13:40:19,0.10218148085290683,0.1055755946523828,0.1130498665391973
2020-10-09 13:47:33,0.11551502975618029,0.1164320720118129,0.11689104688657068
2020-10-09 14:00:42,0.11383602179643866,0.11568627689069326,0.1173944517437491
2020-10-09 14:15:42,0.1091896261667031,0.11081795721997299,0.1114116310835805
2020-10-09 14:30:48,0.10013075386023991,0.10578088988817363,0.1086212832413611
2020-10-09 14:45:44,0.09413523397680752,0.09585594520384964,0.09771671370023555
2020-10-09 15:00:50,0.09696601991711853,0.09819246770958096,0.09938880020780998
2020-10-09 15:15:43,0.09747939285517515,0.09991473533357033,0.10410152295952363
2020-10-09 15:30:44,0.09482088257750768,0.09854745919056841,0.09916531026866318
2020-10-09 15:45:46,0.09259988367771867,0.09632978492546164,0.09935016319166437
2020-10-09 16:00:44,0.1238297615058966,0.1244675579476582,0.12884370980798007
2020-10-09 16:15:43,0.1194319585933072,0.12085708280721943,0.12277162874710379
2020-10-09 16:30:45,0.10469640479422324,0.10656466994926816,0.10786163651331925
2020-10-09 16:45:44,0.11200346356328983,0.11242691004935497,0.11294472938447973
2020-10-09 17:30:43,0.13250797879171733,0.13385411856914795,0.1351702361701658
2020-10-09 17:45:47,0.10513708130756173,0.11170605630501754,0.11534165841532694
2020-10-09 18:00:42,0.09418719497115031,0.09556199871947899,0.09896933222330499
2020-10-09 18:15:42,0.08794873381703965,0.0920110018546221,0.09590819493965624
2020-10-09 18:30:44,0.07049734316524234,0.071617817926986,0.07719299452414415
2020-10-09 18:45:42,0.07247075695411365,0.07463845907630653,0.07623035637018388
2020-10-09 19:00:42,0.07702873947198001,0.07811762983163945,0.08358002868054919
2020-10-09 19:15:42,0.0683866862247423,0.07310484311667528,0.07556865686192842
2020-10-09 19:30:44,0.06657879752399411,0.06842894628796158,0.07043796097973111
2020-10-09 19:40:45,0.06721629028986337,0.06942450786604765,0.07382501747755145
2020-10-09 19:52:38,0.06826603549119367,0.07000714459951102,0.07262851707146241
2020-10-09 20:22:44,0.06421743556799617,0.0662844010041363,0.06741057119899124
2020-10-09 20:37:15,0.06545180190567855,0.06634829326803646,0.06786111530945482
AERONET AOD
2020-10-09 10:53:28,0.092
2020-10-09 10:56:43,0.092
2020-10-09 11:00:06,0.092
2020-10-09 11:04:23,0.091
2020-10-09 11:09:27,0.087
2020-10-09 11:15:41,0.085
2020-10-09 11:23:32,0.082
2020-10-09 11:34:42,0.084
2020-10-09 11:36:50,0.085
2020-10-09 11:38:56,0.087
2020-10-09 11:41:28,0.085
2020-10-09 11:47:32,0.091
2020-10-09 11:57:27,0.099
2020-10-09 12:05:02,0.101
2020-10-09 12:07:13,0.1
2020-10-09 12:12:34,0.096
2020-10-09 12:24:11,0.092
2020-10-09 12:38:45,0.089
2020-10-09 13:08:49,0.093
2020-10-09 13:19:27,0.095
2020-10-09 13:30:45,0.095
2020-10-09 13:40:19,0.102
2020-10-09 13:47:33,0.102
2020-10-09 14:00:42,0.103
2020-10-09 14:15:42,0.093
2020-10-09 14:30:48,0.098
2020-10-09 14:45:44,0.09
2020-10-09 15:00:50,0.098
2020-10-09 15:15:43,0.102
2020-10-09 15:30:44,0.106
2020-10-09 15:45:46,0.107
2020-10-09 16:00:44,0.131
2020-10-09 16:15:43,0.124
2020-10-09 16:30:45,0.114
2020-10-09 16:45:44,0.119
2020-10-09 17:30:43,0.156
2020-10-09 17:45:47,0.12
2020-10-09 18:00:42,0.106
2020-10-09 18:15:42,0.091
2020-10-09 18:30:44,0.077
2020-10-09 18:45:42,0.08
2020-10-09 19:00:42,0.08
2020-10-09 19:15:42,0.079
2020-10-09 19:30:44,0.073
2020-10-09 19:40:45,0.072
2020-10-09 19:52:38,0.081
2020-10-09 20:22:44,0.072
2020-10-09 20:37:15,0.068
