Sensor AOD
2020-10-12 12:34:46,0.07145828462731223,0.07170676267303608,0.07335763964552872
2020-10-12 13:04:37,0.07253625070088396,0.07354917224623853,0.07482425987424388
2020-10-12 13:15:25,0.0787378674437049,0.07986381096638676,0.08042559135223726
2020-10-12 13:29:58,0.0811522537256297,0.08468362067266963,0.0895597516002194
2020-10-12 13:39:56,0.0776219963709818,0.08965168181315683,0.09711036711296114
2020-10-12 13:47:23,0.06795397884790053,0.07177443855849963,0.08274983570993152
2020-10-12 13:59:55,0.06657966727348874,0.0687621425931658,0.07499597497176709
2020-10-12 14:15:00,0.06880003885084418,0.08103939169855044,0.08568237971835661
2020-10-12 14:29:58,0.0725200149328533,0.07496316715606936,0.08586052969318514
2020-10-12 14:44:56,0.06959937813615344,0.06959937813615344,0.07571441539712795
2020-10-12 14:59:56,0.06781009718975525,0.07676106704675209,0.08404504186859396
2020-10-12 15:15:01,0.06649319430780239,0.06919972887268239,0.07263258783376919
2020-10-12 15:29:58,0.06224091287866647,0.07513138475929639,0.07995045210533176
2020-10-12 15:44:56,0.06287120811406315,0.06422571888132976,0.06586546979666685
2020-10-12 15:59:57,0.05939470816193271,0.06165531226996748,0.07835988670765838
2020-10-12 16:14:57,0.061406979757233034,0.06202807651087655,0.06825407207199832
2020-10-12 16:29:58,0.06581915885510974,0.06769019202380425,0.06862716731445721
2020-10-12 16:44:56,0.06647060892745789,0.06886920566640649,0.07269665226729337
2020-10-12 16:59:55,0.06261559853390043,0.06339974684781154,0.06497011123955153
2020-10-12 17:14:59,0.06564587463528378,0.06782448240503196,0.07304174126108297
2020-10-12 17:29:56,0.06430884786690173,0.06756016978646474,0.07231266052997612
2020-10-12 17:44:55,0.060838428373397334,0.06143557750572472,0.06555291834679701
2020-10-12 17:59:55,0.053922998591127105,0.0545035295780557,0.056348549199816286
2020-10-12 18:15:00,0.0507578549002012,0.05169106554023893,0.0548907609664009
