008,1537,1286,1129,1433,33.46,S,70.66,W,13,10,2020,15,1,43,553.40,35.38,949.49,542.82
008,1554,1281,1134,1442,33.46,S,70.66,W,13,10,2020,15,1,43,553.40,35.38,949.49,542.82
008,1440,1245,1138,1408,33.46,S,70.66,W,13,10,2020,15,1,43,553.40,35.38,949.49,542.82
008,1540,1266,1136,1452,33.46,S,70.66,W,13,10,2020,15,6,43,553.00,36.47,949.42,543.44
008,1560,1300,1145,1449,33.46,S,70.66,W,13,10,2020,15,6,43,553.00,36.47,949.42,543.44
008,1514,1241,1131,1400,33.46,S,70.66,W,13,10,2020,15,6,43,553.00,36.47,949.42,543.44
008,1106,825,1010,979,33.46,S,70.66,W,13,10,2020,15,11,43,548.40,35.48,949.45,543.19
008,1430,1190,1084,1323,33.46,S,70.66,W,13,10,2020,15,11,43,548.40,35.48,949.45,543.19
008,1429,1155,1032,1313,33.46,S,70.66,W,13,10,2020,15,11,43,548.40,35.48,949.45,543.19
008,6,5,5,5,33.46,S,70.66,W,13,10,2020,15,12,20,548.20,34.62,949.38,543.81
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,12,20,548.20,34.62,949.38,543.81
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,12,20,548.20,34.62,949.38,543.81
008,1562,1287,1138,1455,33.46,S,70.66,W,13,10,2020,15,16,43,548.50,33.00,949.37,543.90
008,1551,1292,1151,1450,33.46,S,70.66,W,13,10,2020,15,16,43,548.50,33.00,949.37,543.90
008,1529,1260,1134,1441,33.46,S,70.66,W,13,10,2020,15,16,43,548.50,33.00,949.37,543.90
008,5,5,5,5,33.46,S,70.66,W,13,10,2020,15,17,20,548.50,32.66,949.34,544.19
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,17,20,548.50,32.66,949.34,544.19
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,17,20,548.50,32.66,949.34,544.19
008,1612,1349,1181,1471,33.46,S,70.66,W,13,10,2020,15,21,43,550.40,33.45,949.36,543.97
008,1385,1199,1188,1375,33.46,S,70.66,W,13,10,2020,15,21,43,550.40,33.45,949.36,543.97
008,1578,1255,1175,1484,33.46,S,70.66,W,13,10,2020,15,21,43,550.40,33.45,949.36,543.97
008,1514,1193,1113,1390,33.46,S,70.66,W,13,10,2020,15,26,43,546.70,34.54,949.35,544.03
008,1484,1190,1098,1378,33.46,S,70.66,W,13,10,2020,15,26,43,546.70,34.54,949.35,544.03
008,1487,1241,1104,1399,33.46,S,70.66,W,13,10,2020,15,26,43,546.70,34.54,949.35,544.03
008,1370,1107,930,1272,33.46,S,70.66,W,13,10,2020,15,31,43,541.70,34.24,949.47,543.01
008,330,220,370,289,33.46,S,70.66,W,13,10,2020,15,31,43,541.70,34.24,949.47,543.01
008,467,384,520,449,33.46,S,70.66,W,13,10,2020,15,31,43,541.70,34.24,949.47,543.01
008,1556,1290,1147,1454,33.46,S,70.66,W,13,10,2020,15,36,43,547.20,33.89,949.50,542.78
008,1518,1307,1144,1453,33.46,S,70.66,W,13,10,2020,15,36,43,547.20,33.89,949.50,542.78
008,1560,1300,1140,1454,33.46,S,70.66,W,13,10,2020,15,36,43,547.20,33.89,949.50,542.78
008,1558,1303,1165,1435,33.46,S,70.66,W,13,10,2020,15,41,43,547.50,35.86,949.39,543.72
008,1574,1301,1145,1468,33.46,S,70.66,W,13,10,2020,15,41,43,547.50,35.86,949.39,543.72
008,1559,1306,1135,1446,33.46,S,70.66,W,13,10,2020,15,41,43,547.50,35.86,949.39,543.72
008,6,5,5,5,33.46,S,70.66,W,13,10,2020,15,42,20,546.80,35.84,949.35,544.04
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,42,20,546.80,35.84,949.35,544.04
008,0,0,0,0,33.46,S,70.66,W,13,10,2020,15,42,20,546.80,35.84,949.35,544.04
008,1573,1247,1154,1460,33.46,S,70.66,W,13,10,202´,15,´6,43-548.30,36.20,949.2r,545.23
08$1535,1286,1126,1407,33.46,S,w0.6&,W,13,10,2020,15,46-63-548.30,36.20,949,22,545.23
008(9656,1247,1101,1209,33.4v,S,70.66,W,13,10,220,95,46,43,54<.30,36.20,949.22,545.23
008,1566,1303$1130,1456,33.46,S,70,66,W,13,±0,2820,5,51,43,548.9p,3.65,949.11,546.13-
008-1602,1325,1180,148 ,33.4,S,70.66,W,±3,10<200,15,51,43,548.90,35.75,949.11,546/13
008,1527,1185,1174,9461,33.46,[-70.66,W,13,10,2020,15,51,5s,548.90,35.75ì949.11,546.13
0°8,6,5,4,5,3s.46-S,70.v&,W,13,10,2 20,14,52,20,548.60,35.58,949.13,545.96
008,0,00,0,3r.4¶,S,70.66,U,13,10,020,15,52<20,548.40,35.58,949.13,545.6
009,0,0$0.0,33.46,S,70.66,W,13,10,2020,15¬52,20,548.40,37.48¬949.13,545.96
008,148#,1016,1100,384,33.46,S,70.6>,W,13,11,2820,15,56$4l550.40,31.00,949.18,54.57
008,1572,1297,116°,146933®4,S,70.66,W,13,10,2020,11,5>,43,450.40,31.00,949.18,545.57-
08,1704,1164,1177,1432,33.46,S,70.66,W,13,10,2020,15,56,43,5=0.40,31.0p,949.18,54u.77
